"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"STN","Stantec Inc","26.28","$2.48B","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/stn",
"SGU","Star Gas Partners, L.P.","7.8","$446.8M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","3.59","$55.96M","1997","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"HOT","Starwood Hotels & Resorts Worldwide, Inc.","71.8","$12.13B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hot",
"STWD","STARWOOD PROPERTY TRUST, INC.","20.34","$4.83B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stwd",
"SWAY","Starwood Waypoint Residential Trust","23.75","$901.85M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sway",
"STT","State Street Corporation","72.36","$29.2B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","25.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","27.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","26.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STO","Statoil ASA","15.34","$48.91B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"SPLP","Steel Partners Holdings LP","17.1","$455.24M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SCS","Steelcase Inc.","20.26","$2.47B","1998","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SCM","Stellus Capital Investment Corporation","10.6","$132.29M","2012","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","25.201","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"SCL","Stepan Company","52.08","$1.16B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"STE","STERIS plc","76.18","$6.54B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","17.2","$2.23B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STC","Stewart Information Services Corporation","43.35","$1.01B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","45.28","$3.15B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SFN","Stifel Financial Corporation","25.29","$1.24B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sfn",
"SWC","Stillwater Mining Company","9","$1.09B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/swc",
"STM","STMicroelectronics N.V.","7.29","$6.4B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SGY","Stone Energy Corporation","6.74","$384.81M","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"EDF","Stone Harbor Emerging Markets Income Fund","12.65","$199.64M","2010","n/a","n/a","http://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","12.17","$116.99M","2012","n/a","n/a","http://www.nasdaq.com/symbol/edi",
"SGM","Stonegate Mortgage Corporation","5.13","$132.27M","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sgm",
"STON","StoneMor Partners L.P.","28.02","$890.45M","2004","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","14.65","$408.91M","1997","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","22.75","$2.89B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stor",
"SGL","Strategic Global Income Fund, Inc.","8.83","$161.23M","1992","n/a","n/a","http://www.nasdaq.com/symbol/sgl",
"BEE","Strategic Hotels & Resorts Inc","14.19","$4B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bee",
"SYK","Stryker Corporation","96.26","$36.15B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"RGR","Sturm, Ruger & Company, Inc.","52.55","$982.77M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","27.86","$1.69B","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.7","$52.64B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","12.92","$1.12B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^A","Summit Hotel Properties, Inc.","26.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^a",
"INN^B","Summit Hotel Properties, Inc.","26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","25.948","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"SUM","Summit Materials, Inc.","23.43","$2.42B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","16.24","$1.08B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","66.99","$3.65B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","26.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SLF","Sun Life Financial Inc.","33.39","$20.41B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","6.9","$320.31M","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","3.49","$223.32M","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","27.53","$39.8B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SUNE","SunEdison, Inc.","3.57","$1.13B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/sune",
"SXL","Sunoco Logistics Partners LP","27.7","$7.48B","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","36.71","$2.73B","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","14.42","$3.01B","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^D","Sunstone Hotel Investors, Inc.","25.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^d",
"STI","SunTrust Banks, Inc.","43.36","$22.1B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.A","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI.WS.B","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","23.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SPN","Superior Energy Services, Inc.","15.68","$2.36B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","19.43","$510.86M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SVU","SuperValu Inc.","6.7","$1.78B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/svu",
"SFY","Swift Energy Company","0.31","$13.81M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sfy",
"SWFT","Swift Transportation Company","15.4","$2.2B","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","10.7","$284.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYA","Symetra Financial Corporation","31.63","$3.67B","2010","Finance","Life Insurance","http://www.nasdaq.com/symbol/sya",
"SYF","Synchrony Financial","31.84","$26.55B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SYT","Syngenta AG","72.99","$33.92B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","93.42","$3.7B","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","33.01","$4.31B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","28.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"GJH","SYNTHETIC FIXED INCOME SECURITIES INC","10.19","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJO","SYNTHETIC FIXED INCOME SECURITIES INC","20.33","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"GJS","SYNTHETIC FIXED INCOME SECURITIES INC","18.55","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"GJP","Synthetic Fixed-Income Securities, Inc.","21.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","19.7901","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","17.83","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.35","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYY","Sysco Corporation","41.01","$23.15B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","9.58","$353.11M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/syx",
"DATA","Tableau Software, Inc.","94.99","$6.88B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TAHO","Tahoe Resources, Inc.","9.1","$2.07B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/taho",
"TWN","Taiwan Fund, Inc. (The)","15.1","$124.14M","1986","n/a","n/a","http://www.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","23.19","$120.27B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"XRS","TAL Education Group","44.53","$3.56B","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xrs",
"TAL","TAL International Group, Inc.","19.84","$659.78M","2005","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tal",
"TLN","Talen Energy Corporation","7.57","$972.81M","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tln",
"TEGP","Tallgrass Energy GP, LP","20.03","$3.15B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tegp",
"TEP","Tallgrass Energy Partners, LP","41.51","$2.51B","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tep",
"SKT","Tanger Factory Outlet Centers, Inc.","32.03","$3.07B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/skt",
"TAOM","Taomee Holdings Limited","3.12","$110.39M","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/taom",
"NGLS","Targa Resources Partners LP","21.57","$3.99B","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngls",
"NGLS^A","Targa Resources Partners LP","21.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","36.88","$2.07B","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","71.93","$44.31B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","140.34","$6.01B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/taro",
"TTM","Tata Motors Ltd","30.36","$15.46B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","71.74","$4.32B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^k",
"TMHC","Taylor Morrison Home Corporation","17.17","$2.1B","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tmhc",
"TCP","TC PipeLines, LP","48.77","$3.22B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tcp",
"TCB","TCF Financial Corporation","15.28","$2.59B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcb",
"TCB.WS","TCF Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb.ws",
"TCB^B","TCF Financial Corporation","26.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb^b",
"TCB^C","TCF Financial Corporation","25.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb^c",
"TCPI","TCP International Holdings Ltd.","1.219","$34.63M","2014","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/tcpi",
"TSI","TCW Strategic Income Fund, Inc.","5.23","$249.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tsi",
"AMTD","TD Ameritrade Holding Corporation","36.76","$19.73B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd",
"TEL","TE Connectivity Ltd.","66.67","$25.76B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"TMH","Team Health Holdings, Inc.","55.36","$4.02B","2009","Technology","Professional Services","http://www.nasdaq.com/symbol/tmh",
"TISI","Team, Inc.","38.97","$844.79M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tisi",
"TCK","Teck Resources Ltd","3.93","$2.23B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/tck",
"TE","TECO Energy, Inc.","26.27","$6.18B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/te",
"TK","Teekay Corporation","26.37","$1.92B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","21.61","$1.72B","2005","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tgp",
"TOO","Teekay Offshore Partners L.P.","12.3","$1.32B","2006","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/too",
"TOO^A","Teekay Offshore Partners L.P.","16.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^a",
"TOO^B","Teekay Offshore Partners L.P.","17.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^b",
"TNK","Teekay Tankers Ltd.","7.19","$1.1B","2007","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tnk",
"GCI","TEGNA Inc.","17.63","$2.04B","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/gci",
"TGNA","TEGNA Inc.","27.84","$6.17B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","20.9","$432.24M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","31.01","$876.95M","1987","n/a","n/a","http://www.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","17.3","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","25.21","$385.39M","1992","n/a","n/a","http://www.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","15.82","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/thw",
"TDOC","Teladoc, Inc.","20.91","$804.07M","2015","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/tdoc",
"TEO","Telecom Argentina Stet - France Telecom S.A.","16.97","$3.29B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/teo",
"TI","Telecom Italia S.P.A.","12.34","$24.06B","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti",
"TI.A","Telecom Italia S.P.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ti.a",
"TDY","Teledyne Technologies Incorporated","92.45","$3.28B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","133.52","$5.55B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","9.6","$16.23B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","12.13","$59B","1988","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tef",
"TDA","Telephone and Data Systems, Inc.","24.45","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","25.1","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","25.45","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","25.51","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","28.17","$3.06B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tds",
"TU","TELUS Corporation","31.6","$18.96B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","19.94","$710.86M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","11.55","$208.35M","1987","n/a","n/a","http://www.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","10.01","$480.08M","1993","n/a","n/a","http://www.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","6.5","$871.94M","1988","n/a","n/a","http://www.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","80.58","$5.02B","2003","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tpx",
"TS","Tenaris S.A.","25.15","$14.85B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ts",
"THC","Tenet Healthcare Corporation","34.11","$3.4B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/thc",
"TNC","Tennant Company","62.24","$1.11B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","53.22","$3.08B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","25.2","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","25.06","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tve",
"TDC","Teradata Corporation","30.03","$3.99B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/tdc",
"TER","Teradyne, Inc.","20.86","$4.29B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ter",
"TEX","Terex Corporation","21.53","$2.34B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","13.65","$2.74B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/tx",
"TNH","Terra Nitrogen Company, L.P.","106.88","$2B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/tnh",
"TRNO","Terreno Realty Corporation","22.35","$967.99M","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/trno",
"TRNO^A","Terreno Realty Corporation","26.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trno^a",
"TSO","Tesoro Corporation","112.75","$13.57B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/tso",
"TLLP","Tesoro Logistics LP","48.54","$4.3B","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tllp",
"TTI","Tetra Technologies, Inc.","8.9","$714.05M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tti",
"TEVA","Teva Pharmaceutical Industries Limited","63.12","$53.78B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/teva",
"TPL","Texas Pacific Land Trust","151.35","$1.24B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tpl",
"TGH","Textainer Group Holdings Limited","15.22","$867.78M","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","41.74","$11.42B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/txt",
"TXTR","Textura Corporation","23.11","$602.88M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/txtr",
"TTF","Thai Fund, Inc. (The)","7.19","$89.95M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ttf",
"AES","The AES Corporation","9.6","$6.46B","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes",
"AES^C","The AES Corporation","50.32","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes^c",
"BX","The Blackstone Group L.P.","30.64","$36.03B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/bx",
"SCHW","The Charles Schwab Corporation","33.59","$44.22B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/schw",
"SCHW^B","The Charles Schwab Corporation","25.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^b",
"SCHW^C","The Charles Schwab Corporation","25.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^c",
"SRV","The Cushing MLP Total Return Fund","11.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/srv",
"GRX","The Gabelli Healthcare & Wellness Trust","10.27","$153.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx",
"GRX^A","The Gabelli Healthcare & Wellness Trust","26.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx^a",
"GRX^B","The Gabelli Healthcare & Wellness Trust","27.1257","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","10.01","$205.1M","2007","n/a","n/a","http://www.nasdaq.com/symbol/gdl",
"GDL^B","The GDL Fund","50.4799","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdl^b",
"THG","The Hanover Insurance Group, Inc.","84.4","$3.65B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","25.6","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thga",
"RUBI","The Rubicon Project, Inc.","15.74","$698.52M","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rubi",
"TRV","The Travelers Companies, Inc.","114.71","$34.9B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/trv",
"TMO","Thermo Fisher Scientific Inc","136.77","$54.58B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tmo",
"THR","Thermon Group Holdings, Inc.","18.18","$585.56M","2011","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/thr",
"TPRE","Third Point Reinsurance Ltd.","14.17","$1.49B","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/tpre",
"TSLF","THL Credit Senior Loan Fund","15.2601","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/tslf",
"TCRX","THL Credit, Inc.","25.57","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/tcrx",
"TC","Thompson Creek Metals Company Inc.","0.2491","$55.19M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tc",
"TRI","Thomson Reuters Corp","41.07","$31.54B","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/tri",
"THO","Thor Industries, Inc.","58.77","$3.08B","n/a","Consumer Non-Durables","Homebuilding","http://www.nasdaq.com/symbol/tho",
"TDW","Tidewater Inc.","8.74","$410.5M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tdw",
"TIER","TIER REIT, Inc.","15.2","$720.96M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tier",
"TIF","Tiffany & Co.","77.85","$9.98B","1987","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/tif",
"TLYS","Tilly&#39;s, Inc.","6.15","$175.07M","2012","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlys",
"TSU","TIM Participacoes S.A.","9.72","$4.7B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tsu",
"TIME","Time Inc.","16.89","$1.85B","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/time",
"TWC","Time Warner Cable Inc","184.62","$52.28B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/twc",
"TWX","Time Warner Inc.","70.02","$55.98B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/twx",
"TKR","Timken Company (The)","31.46","$2.61B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/tkr",
"TMST","Timken Steel Corporation","9.65","$426.46M","2014","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/tmst",
"TWI","Titan International, Inc.","4.63","$249.22M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/twi",
"TJX","TJX Companies, Inc. (The)","70.73","$47.7B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tjx",
"TOL","Toll Brothers Inc.","37.2","$6.56B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tol",
"TR","Tootsie Roll Industries, Inc.","31.63","$1.94B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tr",
"BLD","TopBuild Corp.","30.5","$1.15B","2015","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/bld",
"TMK","Torchmark Corporation","60.8","$7.5B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/tmk",
"TMK^B","Torchmark Corporation","25.43","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tmk^b",
